STATION;DATE;AWND;TAVG;TMAX;TMIN;WT01;WT02;WT03;WT04;WT05;WT06;WT07;WT08;WT09;WT10;WT11;WT13;WT14;WT15;WT16;WT17;WT18;WT19;WT21;WT22
USC00379423;14.01.2009;;;33;15;;;;;;;;;;;;;;;;;;;;
USC00379423;15.01.2009;;;33;8;;;;;;;;;;;;;;;;;;;;
USC00379423;16.01.2009;;;17;-4;;;;;;;;;;;;;;;;;;;;
USC00379423;17.01.2009;;;19;-2;;;;;;;;;;;;;;;;;;;;
USC00379423;18.01.2009;;;21;-2;;;;;;;;;;;;;;;;;;;;
USC00379423;19.01.2009;;;24;18;;;;;;;;;;;;;;;;;;;;
USC00379423;20.01.2009;;;36;23;;;;;;;;;;;;;;;;;;;;
USC00379423;21.01.2009;;;33;7;;;;;;;;;;;;;;;;;;;;
USC00379423;22.01.2009;;;27;8;;;;;;;;;;;;;;;;;;;;
USC00379423;23.01.2009;;;33;12;;;;;;;;;;;;;;;;;;;;
USC00379423;24.01.2009;;;41;16;;;;;;;;;;;;;;;;;;;;
USC00379423;25.01.2009;;;35;0;;;;;;;;;;;;;;;;;;;;
USC00379423;26.01.2009;;;25;3;;;;;;;;;;;;;;;;;;;;
USC00379423;27.01.2009;;;29;11;;;;;;;;;;;;;;;;;;;;
USC00379423;28.01.2009;;;29;16;;;;;;;;;;;;;;;;;;;;
USC00379423;29.01.2009;;;37;23;;;;;;;;;;;;;;;;;;;;
USC00379423;30.01.2009;;;35;10;;;;;;;;;;;;;;;;;;;;
USC00379423;31.01.2009;;;38;10;;;;;;;;;;;;;;;;;;;;
USC00379423;1.02.2009;;;27;15;;;;;;;;;;;;;;;;;;;;
USC00379423;2.02.2009;;;47;22;;;;;;;;;;;;;;;;;;;;
USC00379423;3.02.2009;;;53;30;;;;;;;;;;;;;;;;;;;;
USC00379423;4.02.2009;;;34;12;;;;;;;;;;;;;;;;;;;;
USC00379423;5.02.2009;;;28;6;;;;;;;;;;;;;;;;;;;;
USC00379423;6.02.2009;;;20;1;;;;;;;;;;;;;;;;;;;;
USC00379423;7.02.2009;;;30;6;;;;;;;;;;;;;;;;;;;;
USC00379423;8.02.2009;;;49;12;;;;;;;;;;;;;;;;;;;;
USC00379423;9.02.2009;;;53;21;;;;;;;;;;;;;;;;;;;;
USC00379423;10.02.2009;;;41;20;;;;;;;;;;;;;;;;;;;;
USC00379423;11.02.2009;;;40;25;;;;;;;;;;;;;;;;;;;;
USC00379423;12.02.2009;;;61;38;;;;;;;;;;;;;;;;;;;;
USC00379423;13.02.2009;;;54;32;;;;;;;;;;;;;;;;;;;;
USC00379423;14.02.2009;;;38;22;;;;;;;;;;;;;;;;;;;;
USC00379423;15.02.2009;;;41;25;;;;;;;;;;;;;;;;;;;;
USC00379423;16.02.2009;;;41;18;;;;;;;;;;;;;;;;;;;;
USC00379423;17.02.2009;;;38;20;;;;;;;;;;;;;;;;;;;;
USC00379423;18.02.2009;;;38;15;;;;;;;;;;;;;;;;;;;;
USC00379423;19.02.2009;;;40;15;;;;;;;;;;;;;;;;;;;;
USC00379423;20.02.2009;;;49;20;;;;;;;;;;;;;;;;;;;;
USC00379423;21.02.2009;;;30;23;;;;;;;;;;;;;;;;;;;;
USC00379423;22.02.2009;;;39;22;;;;;;;;;;;;;;;;;;;;
USC00379423;23.02.2009;;;40;26;;;;;;;;;;;;;;;;;;;;
USC00379423;24.02.2009;;;34;18;;;;;;;;;;;;;;;;;;;;
USC00379423;25.02.2009;;;36;23;;;;;;;;;;;;;;;;;;;;
USC00379423;26.02.2009;;;40;22;;;;;;;;;;;;;;;;;;;;
USC00379423;27.02.2009;;;47;28;;;;;;;;;;;;;;;;;;;;
USC00379423;28.02.2009;;;61;28;;;;;;;;;;;;;;;;;;;;
USC00379423;1.03.2009;;;42;25;;;;;;;;;;;;;;;;;;;;
USC00379423;2.03.2009;;;26;20;;;;;;;;;;;;;;;;;;;;
USC00379423;3.03.2009;;;24;12;;;;;;;;;;;;;;;;;;;;
USC00379423;4.03.2009;;;27;4;;;;;;;;;;;;;;;;;;;;
USC00379423;5.03.2009;;;32;8;;;;;;;;;;;;;;;;;;;;
USC00379423;6.03.2009;;;44;29;;;;;;;;;;;;;;;;;;;;
USC00379423;7.03.2009;;;52;31;;;;;;;;;;;;;;;;;;;;
USC00379423;8.03.2009;;;63;42;;;;;;;;;;;;;;;;;;;;
USC00379423;9.03.2009;;;61;35;;;;;;;;;;;;;;;;;;;;
USC00379423;10.03.2009;;;36;24;;;;;;;;;;;;;;;;;;;;
USC00379423;11.03.2009;;;47;29;;;;;;;;;;;;;;;;;;;;
USC00379423;12.03.2009;;;52;29;;;;;;;;;;;;;;;;;;;;
USC00379423;13.03.2009;;;40;20;;;;;;;;;;;;;;;;;;;;
USC00379423;14.03.2009;;;38;20;;;;;;;;;;;;;;;;;;;;
USC00379423;15.03.2009;;;52;24;;;;;;;;;;;;;;;;;;;;
USC00379423;16.03.2009;;;59;29;;;;;;;;;;;;;;;;;;;;
USC00379423;17.03.2009;;;43;27;;;;;;;;;;;;;;;;;;;;
USC00379423;18.03.2009;;;53;28;;;;;;;;;;;;;;;;;;;;
USC00379423;19.03.2009;;;58;36;;;;;;;;;;;;;;;;;;;;
USC00379423;20.03.2009;;;46;31;;;;;;;;;;;;;;;;;;;;
USC00379423;21.03.2009;;;43;18;;;;;;;;;;;;;;;;;;;;
USC00379423;22.03.2009;;;48;23;;;;;;;;;;;;;;;;;;;;
USC00379423;23.03.2009;;;52;23;;;;;;;;;;;;;;;;;;;;
USC00379423;24.03.2009;;;35;21;;;;;;;;;;;;;;;;;;;;
USC00379423;25.03.2009;;;46;23;;;;;;;;;;;;;;;;;;;;
USC00379423;26.03.2009;;;55;25;;;;;;;;;;;;;;;;;;;;
USC00379423;27.03.2009;;;51;34;;;;;;;;;;;;;;;;;;;;
USC00379423;28.03.2009;;;64;34;;;;;;;;;;;;;;;;;;;;
USC00379423;29.03.2009;;;63;40;;;;;;;;;;;;;;;;;;;;
USC00379423;30.03.2009;;;44;37;;;;;;;;;;;;;;;;;;;;
USC00379423;31.03.2009;;;46;35;;;;;;;;;;;;;;;;;;;;
USC00379423;1.04.2009;;;58;28;;;;;;;;;;;;;;;;;;;;
USC00379423;2.04.2009;;;44;36;;;;;;;;;;;;;;;;;;;;
USC00379423;3.04.2009;;;56;43;;;;;;;;;;;;;;;;;;;;
USC00379423;4.04.2009;;;57;47;;;;;;;;;;;;;;;;;;;;
USC00379423;5.04.2009;;;51;39;;;;;;;;;;;;;;;;;;;;
USC00379423;6.04.2009;;;59;32;;;;;;;;;;;;;;;;;;;;
USC00379423;7.04.2009;;;55;42;;;;;;;;;;;;;;;;;;;;
USC00379423;8.04.2009;;;51;31;;;;;;;;;;;;;;;;;;;;
USC00379423;9.04.2009;;;46;30;;;;;;;;;;;;;;;;;;;;
USC00379423;10.04.2009;;;62;30;;;;;;;;;;;;;;;;;;;;
USC00379423;11.04.2009;;;64;30;;;;;;;;;;;;;;;;;;;;
USC00379423;12.04.2009;;;45;35;;;;;;;;;;;;;;;;;;;;
USC00379423;13.04.2009;;;44;30;;;;;;;;;;;;;;;;;;;;
USC00379423;14.04.2009;;;53;37;;;;;;;;;;;;;;;;;;;;
USC00379423;15.04.2009;;;61;34;;;;;;;;;;;;;;;;;;;;
USC00379423;16.04.2009;;;54;27;;;;;;;;;;;;;;;;;;;;
USC00379423;17.04.2009;;;56;32;;;;;;;;;;;;;;;;;;;;
USC00379423;18.04.2009;;;69;43;;;;;;;;;;;;;;;;;;;;
USC00379423;19.04.2009;;;69;43;;;;;;;;;;;;;;;;;;;;
USC00379423;20.04.2009;;;56;30;;;;;;;;;;;;;;;;;;;;
USC00379423;21.04.2009;;;54;39;;;;;;;;;;;;;;;;;;;;
USC00379423;22.04.2009;;;57;47;;;;;;;;;;;;;;;;;;;;
USC00379423;23.04.2009;;;65;42;;;;;;;;;;;;;;;;;;;;
USC00379423;24.04.2009;;;57;40;;;;;;;;;;;;;;;;;;;;
USC00379423;25.04.2009;;;71;46;;;;;;;;;;;;;;;;;;;;
USC00379423;26.04.2009;;;78;56;;;;;;;;;;;;;;;;;;;;
USC00379423;27.04.2009;;;87;52;;;;;;;;;;;;;;;;;;;;
USC00379423;28.04.2009;;;80;50;;;;;;;;;;;;;;;;;;;;
USC00379423;29.04.2009;;;92;48;;;;;;;;;;;;;;;;;;;;
USC00379423;30.04.2009;;;67;36;;;;;;;;;;;;;;;;;;;;
USC00379423;1.05.2009;;;67;52;;;;;;;;;;;;;;;;;;;;
USC00379423;2.05.2009;;;65;56;;;;;;;;;;;;;;;;;;;;
USC00379423;3.05.2009;;;68;42;;;;;;;;;;;;;;;;;;;;
USC00379423;4.05.2009;;;64;49;;;;;;;;;;;;;;;;;;;;
USC00379423;5.05.2009;;;64;51;;;;;;;;;;;;;;;;;;;;
USC00379423;6.05.2009;;;53;45;;;;;;;;;;;;;;;;;;;;
USC00379423;7.05.2009;;;68;45;;;;;;;;;;;;;;;;;;;;
USC00379423;8.05.2009;;;72;49;;;;;;;;;;;;;;;;;;;;
USC00379423;9.05.2009;;;76;54;;;;;;;;;;;;;;;;;;;;
USC00379423;10.05.2009;;;71;55;;;;;;;;;;;;;;;;;;;;
USC00379423;11.05.2009;;;66;40;;;;;;;;;;;;;;;;;;;;
USC00379423;12.05.2009;;;65;46;;;;;;;;;;;;;;;;;;;;
USC00379423;13.05.2009;;;67;38;;;;;;;;;;;;;;;;;;;;
USC00379423;14.05.2009;;;69;45;;;;;;;;;;;;;;;;;;;;
USC00379423;15.05.2009;;;63;55;;;;;;;;;;;;;;;;;;;;
USC00379423;16.05.2009;;;78;51;;;;;;;;;;;;;;;;;;;;
USC00379423;17.05.2009;;;76;59;;;;;;;;;;;;;;;;;;;;
USC00379423;18.05.2009;;;61;47;;;;;;;;;;;;;;;;;;;;
USC00379423;19.05.2009;;;55;38;;;;;;;;;;;;;;;;;;;;
USC00379423;20.05.2009;;;71;44;;;;;;;;;;;;;;;;;;;;
USC00379423;21.05.2009;;;84;50;;;;;;;;;;;;;;;;;;;;
USC00379423;22.05.2009;;;89;52;;;;;;;;;;;;;;;;;;;;
USC00379423;23.05.2009;;;88;57;;;;;;;;;;;;;;;;;;;;
USC00379423;24.05.2009;;;68;53;;;;;;;;;;;;;;;;;;;;
USC00379423;25.05.2009;;;79;56;;;;;;;;;;;;;;;;;;;;
USC00379423;26.05.2009;;;78;43;;;;;;;;;;;;;;;;;;;;
USC00379423;27.05.2009;;;62;45;;;;;;;;;;;;;;;;;;;;
USC00379423;28.05.2009;;;56;46;;;;;;;;;;;;;;;;;;;;
USC00379423;29.05.2009;;;53;49;;;;;;;;;;;;;;;;;;;;
USC00379423;30.05.2009;;;66;51;;;;;;;;;;;;;;;;;;;;
USC00379423;31.05.2009;;;77;47;;;;;;;;;;;;;;;;;;;;
USC00379423;1.06.2009;;;79;40;;;;;;;;;;;;;;;;;;;;
USC00379423;2.06.2009;;;71;52;;;;;;;;;;;;;;;;;;;;
USC00379423;3.06.2009;;;77;51;;;;;;;;;;;;;;;;;;;;
USC00379423;4.06.2009;;;71;54;;;;;;;;;;;;;;;;;;;;
USC00379423;5.06.2009;;;74;53;;;;;;;;;;;;;;;;;;;;
USC00379423;6.06.2009;;;64;53;;;;;;;;;;;;;;;;;;;;
USC00379423;7.06.2009;;;74;54;;;;;;;;;;;;;;;;;;;;
USC00379423;8.06.2009;;;82;57;;;;;;;;;;;;;;;;;;;;
USC00379423;9.06.2009;;;76;57;;;;;;;;;;;;;;;;;;;;
USC00379423;10.06.2009;;;59;53;;;;;;;;;;;;;;;;;;;;
USC00379423;11.06.2009;;;62;54;;;;;;;;;;;;;;;;;;;;
USC00379423;12.06.2009;;;64;56;;;;;;;;;;;;;;;;;;;;
USC00379423;13.06.2009;;;73;55;;;;;;;;;;;;;;;;;;;;
USC00379423;14.06.2009;;;79;55;;;;;;;;;;;;;;;;;;;;
USC00379423;15.06.2009;;;68;55;;;;;;;;;;;;;;;;;;;;
USC00379423;16.06.2009;;;67;54;;;;;;;;;;;;;;;;;;;;
USC00379423;17.06.2009;;;69;44;;;;;;;;;;;;;;;;;;;;
USC00379423;18.06.2009;;;74;48;;;;;;;;;;;;;;;;;;;;
USC00379423;19.06.2009;;;66;55;;;;;;;;;;;;;;;;;;;;
USC00379423;20.06.2009;;;74;60;;;;;;;;;;;;;;;;;;;;
USC00379423;21.06.2009;;;76;61;;;;;;;;;;;;;;;;;;;;
USC00379423;22.06.2009;;;66;60;;;;;;;;;;;;;;;;;;;;
USC00379423;23.06.2009;;;66;60;;;;;;;;;;;;;;;;;;;;
USC00379423;24.06.2009;;;68;58;;;;;;;;;;;;;;;;;;;;
USC00379423;25.06.2009;;;66;59;;;;;;;;;;;;;;;;;;;;
USC00379423;26.06.2009;;;77;62;;;;;;;;;;;;;;;;;;;;
USC00379423;27.06.2009;;;81;61;;;;;;;;;;;;;;;;;;;;
USC00379423;28.06.2009;;;83;60;;;;;;;;;;;;;;;;;;;;
USC00379423;29.06.2009;;;70;61;;;;;;;;;;;;;;;;;;;;
USC00379423;30.06.2009;;;78;60;;;;;;;;;;;;;;;;;;;;
USC00379423;1.07.2009;;;82;61;;;;;;;;;;;;;;;;;;;;
USC00379423;2.07.2009;;;66;58;;;;;;;;;;;;;;;;;;;;
USC00379423;3.07.2009;;;70;58;;;;;;;;;;;;;;;;;;;;
USC00379423;4.07.2009;;;77;58;;;;;;;;;;;;;;;;;;;;
USC00379423;5.07.2009;;;78;54;;;;;;;;;;;;;;;;;;;;
USC00379423;6.07.2009;;;79;54;;;;;;;;;;;;;;;;;;;;
USC00379423;7.07.2009;;;83;57;;;;;;;;;;;;;;;;;;;;
USC00379423;8.07.2009;;;70;59;;;;;;;;;;;;;;;;;;;;
USC00379423;9.07.2009;;;73;56;;;;;;;;;;;;;;;;;;;;
USC00379423;10.07.2009;;;69;49;;;;;;;;;;;;;;;;;;;;
USC00379423;11.07.2009;;;78;50;;;;;;;;;;;;;;;;;;;;
USC00379423;13.07.2009;;;81;52;;;;;;;;;;;;;;;;;;;;
USC00379423;14.07.2009;;;77;51;;;;;;;;;;;;;;;;;;;;
USC00379423;15.07.2009;;;76;52;;;;;;;;;;;;;;;;;;;;
USC00379423;16.07.2009;;;80;61;;;;;;;;;;;;;;;;;;;;
USC00379423;17.07.2009;;;78;63;;;;;;;;;;;;;;;;;;;;
USC00379423;18.07.2009;;;86;69;;;;;;;;;;;;;;;;;;;;
USC00379423;19.07.2009;;;85;59;;;;;;;;;;;;;;;;;;;;
USC00379423;20.07.2009;;;81;58;;;;;;;;;;;;;;;;;;;;
USC00379423;21.07.2009;;;81;63;;;;;;;;;;;;;;;;;;;;
USC00379423;22.07.2009;;;68;63;;;;;;;;;;;;;;;;;;;;
USC00379423;23.07.2009;;;79;60;;;;;;;;;;;;;;;;;;;;
USC00379423;24.07.2009;;;77;61;;;;;;;;;;;;;;;;;;;;
USC00379423;25.07.2009;;;74;61;;;;;;;;;;;;;;;;;;;;
USC00379423;26.07.2009;;;84;61;;;;;;;;;;;;;;;;;;;;
USC00379423;27.07.2009;;;83;71;;;;;;;;;;;;;;;;;;;;
USC00379423;28.07.2009;;;86;65;;;;;;;;;;;;;;;;;;;;
USC00379423;29.07.2009;;;87;71;;;;;;;;;;;;;;;;;;;;
USC00379423;30.07.2009;;;83;73;;;;;;;;;;;;;;;;;;;;
USC00379423;31.07.2009;;;86;63;;;;;;;;;;;;;;;;;;;;
USC00379423;1.08.2009;;;78;63;;;;;;;;;;;;;;;;;;;;
USC00379423;2.08.2009;;;85;63;;;;;;;;;;;;;;;;;;;;
USC00379423;3.08.2009;;;77;64;;;;;;;;;;;;;;;;;;;;
USC00379423;4.08.2009;;;86;63;;;;;;;;;;;;;;;;;;;;
USC00379423;5.08.2009;;;84;68;;;;;;;;;;;;;;;;;;;;
USC00379423;6.08.2009;;;87;59;;;;;;;;;;;;;;;;;;;;
USC00379423;7.08.2009;;;77;56;;;;;;;;;;;;;;;;;;;;
USC00379423;8.08.2009;;;79;52;;;;;;;;;;;;;;;;;;;;
USC00379423;9.08.2009;;;75;52;;;;;;;;;;;;;;;;;;;;
USC00379423;10.08.2009;;;73;60;;;;;;;;;;;;;;;;;;;;
USC00379423;11.08.2009;;;89;71;;;;;;;;;;;;;;;;;;;;
USC00379423;12.08.2009;;;89;66;;;;;;;;;;;;;;;;;;;;
USC00379423;13.08.2009;;;69;55;;;;;;;;;;;;;;;;;;;;
USC00379423;14.08.2009;;;69;55;;;;;;;;;;;;;;;;;;;;
USC00379423;15.08.2009;;;86;58;;;;;;;;;;;;;;;;;;;;
USC00379423;16.08.2009;;;90;64;;;;;;;;;;;;;;;;;;;;
USC00379423;17.08.2009;;;91;67;;;;;;;;;;;;;;;;;;;;
USC00379423;18.08.2009;;;92;67;;;;;;;;;;;;;;;;;;;;
USC00379423;19.08.2009;;;92;71;;;;;;;;;;;;;;;;;;;;
USC00379423;20.08.2009;;;90;;;;;;;;;;;;;;;;;;;;;
USC00379423;21.08.2009;;;87;74;;;;;;;;;;;;;;;;;;;;
USC00379423;22.08.2009;;;90;74;;;;;;;;;;;;;;;;;;;;
USC00379423;23.08.2009;;;86;71;;;;;;;;;;;;;;;;;;;;
USC00379423;24.08.2009;;;87;67;;;;;;;;;;;;;;;;;;;;
USC00379423;25.08.2009;;;85;63;;;;;;;;;;;;;;;;;;;;
USC00379423;26.08.2009;;;84;65;;;;;;;;;;;;;;;;;;;;
USC00379423;27.08.2009;;;86;55;;;;;;;;;;;;;;;;;;;;
USC00379423;28.08.2009;;;78;57;;;;;;;;;;;;;;;;;;;;
USC00379423;29.08.2009;;;75;56;;;;;;;;;;;;;;;;;;;;
USC00379423;30.08.2009;;;63;55;;;;;;;;;;;;;;;;;;;;
USC00379423;31.08.2009;;;78;54;;;;;;;;;;;;;;;;;;;;
USC00379423;1.09.2009;;;71;46;;;;;;;;;;;;;;;;;;;;
USC00379423;2.09.2009;;;74;48;;;;;;;;;;;;;;;;;;;;
USC00379423;3.09.2009;;;78;50;;;;;;;;;;;;;;;;;;;;
USC00379423;4.09.2009;;;79;49;;;;;;;;;;;;;;;;;;;;
USC00379423;5.09.2009;;;81;58;;;;;;;;;;;;;;;;;;;;
USC00379423;6.09.2009;;;82;54;;;;;;;;;;;;;;;;;;;;
USC00379423;7.09.2009;;;68;45;;;;;;;;;;;;;;;;;;;;
USC00379423;8.09.2009;;;72;53;;;;;;;;;;;;;;;;;;;;
USC00379423;9.09.2009;;;76;57;;;;;;;;;;;;;;;;;;;;
USC00379423;10.09.2009;;;73;48;;;;;;;;;;;;;;;;;;;;
USC00379423;11.09.2009;;;68;52;;;;;;;;;;;;;;;;;;;;
USC00379423;12.09.2009;;;64;55;;;;;;;;;;;;;;;;;;;;
USC00379423;13.09.2009;;;67;61;;;;;;;;;;;;;;;;;;;;
USC00379423;14.09.2009;;;80;52;;;;;;;;;;;;;;;;;;;;
USC00379423;15.09.2009;;;77;54;;;;;;;;;;;;;;;;;;;;
USC00379423;16.09.2009;;;78;55;;;;;;;;;;;;;;;;;;;;
USC00379423;17.09.2009;;;64;48;;;;;;;;;;;;;;;;;;;;
USC00379423;18.09.2009;;;63;45;;;;;;;;;;;;;;;;;;;;
USC00379423;19.09.2009;;;73;45;;;;;;;;;;;;;;;;;;;;
USC00379423;20.09.2009;;;68;38;;;;;;;;;;;;;;;;;;;;
USC00379423;21.09.2009;;;74;42;;;;;;;;;;;;;;;;;;;;
USC00379423;22.09.2009;;;78;50;;;;;;;;;;;;;;;;;;;;
USC00379423;23.09.2009;;;75;59;;;;;;;;;;;;;;;;;;;;
USC00379423;24.09.2009;;;79;67;;;;;;;;;;;;;;;;;;;;
USC00379423;25.09.2009;;;80;49;;;;;;;;;;;;;;;;;;;;
USC00379423;26.09.2009;;;66;38;;;;;;;;;;;;;;;;;;;;
USC00379423;27.09.2009;;;64;47;;;;;;;;;;;;;;;;;;;;
USC00379423;28.09.2009;;;65;55;;;;;;;;;;;;;;;;;;;;
USC00379423;29.09.2009;;;74;52;;;;;;;;;;;;;;;;;;;;
USC00379423;30.09.2009;;;69;48;;;;;;;;;;;;;;;;;;;;
USC00379423;1.10.2009;;;60;38;;;;;;;;;;;;;;;;;;;;
USC00379423;2.10.2009;;;57;38;;;;;;;;;;;;;;;;;;;;
USC00379423;3.10.2009;;;62;43;;;;;;;;;;;;;;;;;;;;
USC00379423;4.10.2009;;;64;53;;;;;;;;;;;;;;;;;;;;
USC00379423;5.10.2009;;;72;50;;;;;;;;;;;;;;;;;;;;
USC00379423;6.10.2009;;;66;45;;;;;;;;;;;;;;;;;;;;
USC00379423;7.10.2009;;;67;50;;;;;;;;;;;;;;;;;;;;
USC00379423;8.10.2009;;;69;49;;;;;;;;;;;;;;;;;;;;
USC00379423;9.10.2009;;;63;44;;;;;;;;;;;;;;;;;;;;
USC00379423;10.10.2009;;;63;50;;;;;;;;;;;;;;;;;;;;
USC00379423;11.10.2009;;;66;35;;;;;;;;;;;;;;;;;;;;
USC00379423;12.10.2009;;;62;32;;;;;;;;;;;;;;;;;;;;
USC00379423;13.10.2009;;;55;41;;;;;;;;;;;;;;;;;;;;
USC00379423;14.10.2009;;;57;31;;;;;;;;;;;;;;;;;;;;
USC00379423;15.10.2009;;;52;29;;;;;;;;;;;;;;;;;;;;
USC00379423;16.10.2009;;;42;34;;;;;;;;;;;;;;;;;;;;
USC00379423;17.10.2009;;;45;33;;;;;;;;;;;;;;;;;;;;
USC00379423;18.10.2009;;;49;33;;;;;;;;;;;;;;;;;;;;
USC00379423;19.10.2009;;;42;33;;;;;;;;;;;;;;;;;;;;
USC00379423;20.10.2009;;;56;29;;;;;;;;;;;;;;;;;;;;
USC00379423;21.10.2009;;;67;33;;;;;;;;;;;;;;;;;;;;
USC00379423;22.10.2009;;;71;44;;;;;;;;;;;;;;;;;;;;
USC00379423;23.10.2009;;;76;40;;;;;;;;;;;;;;;;;;;;
USC00379423;24.10.2009;;;48;40;;;;;;;;;;;;;;;;;;;;
USC00379423;26.10.2009;;;69;34;;;;;;;;;;;;;;;;;;;;
USC00379423;27.10.2009;;;69;33;;;;;;;;;;;;;;;;;;;;
USC00379423;28.10.2009;;;51;37;;;;;;;;;;;;;;;;;;;;
USC00379423;29.10.2009;;;52;42;;;;;;;;;;;;;;;;;;;;
USC00379423;30.10.2009;;;52;40;;;;;;;;;;;;;;;;;;;;
USC00379423;31.10.2009;;;55;41;;;;;;;;;;;;;;;;;;;;
USC00379423;1.11.2009;;;73;49;;;;;;;;;;;;;;;;;;;;
USC00379423;2.11.2009;;;57;34;;;;;;;;;;;;;;;;;;;;
USC00379423;3.11.2009;;;52;35;;;;;;;;;;;;;;;;;;;;
USC00379423;4.11.2009;;;60;34;;;;;;;;;;;;;;;;;;;;
USC00379423;5.11.2009;;;52;37;;;;;;;;;;;;;;;;;;;;
USC00379423;6.11.2009;;;48;34;;;;;;;;;;;;;;;;;;;;
USC00379423;7.11.2009;;;50;25;;;;;;;;;;;;;;;;;;;;
USC00379423;8.11.2009;;;53;30;;;;;;;;;;;;;;;;;;;;
USC00379423;9.11.2009;;;69;31;;;;;;;;;;;;;;;;;;;;
USC00379423;10.11.2009;;;71;53;;;;;;;;;;;;;;;;;;;;
USC00379423;11.11.2009;;;64;46;;;;;;;;;;;;;;;;;;;;
USC00379423;12.11.2009;;;53;40;;;;;;;;;;;;;;;;;;;;
USC00379423;13.11.2009;;;51;42;;;;;;;;;;;;;;;;;;;;
USC00379423;14.11.2009;;;53;44;;;;;;;;;;;;;;;;;;;;
USC00379423;15.11.2009;;;54;52;;;;;;;;;;;;;;;;;;;;
USC00379423;16.11.2009;;;65;46;;;;;;;;;;;;;;;;;;;;
USC00379423;17.11.2009;;;62;31;;;;;;;;;;;;;;;;;;;;
USC00379423;18.11.2009;;;53;27;;;;;;;;;;;;;;;;;;;;
USC00379423;19.11.2009;;;51;28;;;;;;;;;;;;;;;;;;;;
USC00379423;20.11.2009;;;59;33;;;;;;;;;;;;;;;;;;;;
USC00379423;21.11.2009;;;67;38;;;;;;;;;;;;;;;;;;;;
USC00379423;22.11.2009;;;58;31;;;;;;;;;;;;;;;;;;;;
USC00379423;23.11.2009;;;51;43;;;;;;;;;;;;;;;;;;;;
USC00379423;24.11.2009;;;49;44;;;;;;;;;;;;;;;;;;;;
USC00379423;25.11.2009;;;48;44;;;;;;;;;;;;;;;;;;;;
USC00379423;26.11.2009;;;48;44;;;;;;;;;;;;;;;;;;;;
USC00379423;27.11.2009;;;53;43;;;;;;;;;;;;;;;;;;;;
USC00379423;28.11.2009;;;45;40;;;;;;;;;;;;;;;;;;;;
USC00379423;29.11.2009;;;52;33;;;;;;;;;;;;;;;;;;;;
USC00379423;30.11.2009;;;55;37;;;;;;;;;;;;;;;;;;;;
USC00379423;1.12.2009;;;56;30;;;;;;;;;;;;;;;;;;;;
USC00379423;2.12.2009;;;45;28;;;;;;;;;;;;;;;;;;;;
USC00379423;3.12.2009;;;65;31;;;;;;;;;;;;;;;;;;;;
USC00379423;4.12.2009;;;70;35;;;;;;;;;;;;;;;;;;;;
USC00379423;5.12.2009;;;55;36;;;;;;;;;;;;;;;;;;;;
USC00379423;6.12.2009;;;55;29;;;;;;;;;;;;;;;;;;;;
USC00379423;7.12.2009;;;37;21;;;;;;;;;;;;;;;;;;;;
USC00379423;8.12.2009;;;40;25;;;;;;;;;;;;;;;;;;;;
USC00379423;9.12.2009;;;42;26;;;;;;;;;;;;;;;;;;;;
USC00379423;10.12.2009;;;42;32;;;;;;;;;;;;;;;;;;;;
USC00379423;11.12.2009;;;43;21;;;;;;;;;;;;;;;;;;;;
USC00379423;12.12.2009;;;28;19;;;;;;;;;;;;;;;;;;;;
USC00379423;13.12.2009;;;33;16;;;;;;;;;;;;;;;;;;;;
USC00379423;14.12.2009;;;46;31;;;;;;;;;;;;;;;;;;;;
USC00379423;15.12.2009;;;45;34;;;;;;;;;;;;;;;;;;;;
USC00379423;16.12.2009;;;48;27;;;;;;;;;;;;;;;;;;;;
USC00379423;17.12.2009;;;34;16;;;;;;;;;;;;;;;;;;;;
USC00379423;18.12.2009;;;23;9;;;;;;;;;;;;;;;;;;;;
USC00379423;19.12.2009;;;29;9;;;;;;;;;;;;;;;;;;;;
USC00379423;20.12.2009;;;27;18;;;;;;;;;;;;;;;;;;;;
USC00379423;21.12.2009;;;23;16;;;;;;;;;;;;;;;;;;;;
USC00379423;22.12.2009;;;34;14;;;;;;;;;;;;;;;;;;;;
USC00379423;23.12.2009;;;32;6;;;;;;;;;;;;;;;;;;;;
USC00379423;24.12.2009;;;32;10;;;;;;;;;;;;;;;;;;;;
USC00379423;25.12.2009;;;39;17;;;;;;;;;;;;;;;;;;;;
USC00379423;26.12.2009;;;40;17;;;;;;;;;;;;;;;;;;;;
USC00379423;27.12.2009;;;52;34;;;;;;;;;;;;;;;;;;;;
USC00379423;28.12.2009;;;56;25;;;;;;;;;;;;;;;;;;;;
USC00379423;29.12.2009;;;56;20;;;;;;;;;;;;;;;;;;;;
USC00379423;30.12.2009;;;20;10;;;;;;;;;;;;;;;;;;;;
USC00379423;31.12.2009;;;30;12;;;;;;;;;;;;;;;;;;;;
USC00379423;1.01.2010;;;29;25;;;;;;;;;;;;;;;;;;;;
USC00379423;2.01.2010;;;36;26;;;;;;;;;;;;;;;;;;;;
USC00379423;3.01.2010;;;30;13;;;;;;;;;;;;;;;;;;;;
USC00379423;4.01.2010;;;26;13;;;;;;;;;;;;;;;;;;;;
USC00379423;5.01.2010;;;35;17;;;;;;;;;;;;;;;;;;;;
USC00379423;6.01.2010;;;30;16;;;;;;;;;;;;;;;;;;;;
